lookbacks,weights,rebalance_band,algo_dollar_limit,default_dollar_limit,signal_clip,momentum_lookback,momentum_weight,regime_vol_short,regime_vol_long,regime_threshold,regime_scale,signal_ema_alpha,xs_lookback,xs_weight,xs_include_algo,pairs_lookback,pairs_weight,pairs_entry_z,algo_signal_scale,algo_hedge_weight,ols_lookback,ols_weight,ols_entry_z,ols_intercept,mpairs_lookback,mpairs_weight,mpairs_top_k,mpairs_entry_z,mpairs_min_corr,leadlag_lookback,leadlag_min_obs,leadlag_weight,leadlag_top_k,leadlag_entry_z,leadlag_min_corr,adaptive_band_vol_lb,adaptive_band_scale,signal_clip_long,signal_clip_short,vol_target_lookback,vol_target_floor,vol_target_cap,label,score,mean_pl,sharpe,dvol,fold1,fold2,fold3,robust
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,3,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k3z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,3,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k3z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,3,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k3z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,3,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k3z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,3,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k3z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.15,5,0.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.15k5z0.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.3,5,0.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.30k5z0.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.5,5,0.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.50k5z0.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,0.75,5,0.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@0.75k5z0.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,60,80,1.0,5,0.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=60@1.00k5z0.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,-2.6,-2.6,-0.02,27485946.0,30.1,115.27,-181.29,False
